feature_1,feature_2,target
-1.0494863822738634,0.8786438023828849,1
0.8780991029624965,0.8955105082490926,0
0.9592881897453625,1.0396731551776253,0
-1.1801341248339487,1.1206215505733514,1
-0.9073183611270497,1.0604086060349098,1
-0.6275462597642983,1.3766140468168702,1
0.8217832103452452,1.1894777785581612,0
-1.2037692726248406,0.7880184546155571,1
0.771514409328893,0.3457159974212194,0
-0.49385699654064075,1.6675229688599074,1
1.1745696549429092,0.6921144881545628,0
0.8279873708711869,0.848069266034133,0
0.8918914052769839,0.876994649969822,0
0.9039454505835728,0.354133613063627,0
0.9445950662814497,1.1264198148399813,0
0.9317171973880909,0.7834405376815831,0
-0.968539694419306,1.2799138611945464,1
-1.0923082765348864,0.9268698101370234,1
-0.6824301926378888,1.446821802978492,1
-0.7604580946331838,0.6136367070044536,1
-1.1146901964903064,1.1354511214808412,1
1.329702988273395,1.584637738307735,0
-1.390030424705494,0.8577195294751508,1
1.0131357444773985,1.1677767648464212,0
1.2238271227292565,1.9851931332929116,0
-1.2025725826988056,0.6917437297999465,1
0.9643505644902313,1.7754769802252792,0
1.0260076654438521,0.87226739420103,0
1.108633593662286,1.1675548573985226,0
-0.849671872685073,0.8883894446099407,1
-1.0304893229308636,0.6183904470554754,1
-1.2786180019409479,0.983799588475498,1
-0.9843772463017403,0.9362112464079575,1
0.9158840417315484,0.7903238932891027,0
1.1387289630870896,0.8572964910314202,0
-1.0136696147054516,0.4733077715133892,1
0.8491760661362976,1.3658646057938713,0
1.0343658132120666,2.075829711218021,0
1.2432872441446574,1.0725884656230213,0
0.8414672057666084,0.8989171610789398,0
-1.4753391527670985,0.8614625583990794,1
-1.2391225600617886,0.9478141129491021,1
1.0682104371742733,0.7737036127053923,0
0.9085260407336139,0.9670372672874855,0
-0.5470622387481153,0.467397905023318,1
1.0576548952621476,0.9713953383996803,0
-0.8735358220393482,0.8712257889228014,1
-1.2301755468806426,1.0652331074966812,1
0.9985451874023448,0.6818893355161222,0
-1.422031642583927,1.0117733734132208,1
-0.8828698203275791,0.8158361162028245,1
1.231872511916856,0.6256733726929036,0
-0.9176646243184721,1.0119522783461037,1
-0.8894875962170039,1.347286427211254,1
-1.6845076973356652,1.3285794874727748,1
1.3255141185000552,1.8382940020117355,0
0.8823933142441358,0.7001757103956218,0
1.033450516268753,1.4689314624094183,0
-0.9335572895150446,0.9978551633605187,1
-1.4666216105885124,0.8787407108150369,1
1.033341004147798,1.1855900269489705,0
1.084800375294685,1.646618531138555,0
-1.2993617873714682,0.8533555454602381,1
1.1771811092403848,1.1437713001296168,0
0.786556510927579,0.7752853263946639,0
-1.8506409892206923,0.8956231222359867,1
0.814051346660813,0.8888388132265973,0
0.9364033321072016,0.6236294995277172,0
1.21828167992902,0.9645720491689348,0
-0.5789623016216506,1.3272011170361426,1
1.150807550251469,1.0224201888119397,0
0.8255069542071991,0.5585387291616768,0
0.9654823310767641,1.1846862410287577,0
-1.1374285541976759,0.6215309908320834,1
-0.8498307378543942,0.7229780072783478,1
-1.4418909621618134,1.094884846850771,1
0.704557071452043,1.3919812847440975,0
-0.6720498164694828,0.8587749615063791,1
-1.8887398191896665,0.44118980659738394,1
-1.1564950314268887,0.8598237505632118,1
1.1001847550303598,0.9804274141662721,0
0.606604306638012,0.5699838482929139,0
1.0027765491746705,1.2454939773716378,0
-1.4462098728691366,0.6675917951237984,1
-1.6416247924569927,0.7617066844593652,1
-1.1472282644315164,0.8886114568841085,1
0.6177141850665622,1.0281747892602584,0
-0.6237328123760154,1.2570443405637142,1
-0.9449599479880828,0.6109426002771399,1
-1.5355611804303309,0.10593645028219167,1
1.1735314526842158,1.1480965730273718,0
-1.2125878069874894,0.9292506003821566,1
1.0679636791754488,0.5630779019377534,0
1.1789942513173068,1.178672736032449,0
-1.7396379947212464,1.2286736742133422,1
0.751480619491496,1.0670291795661053,0
-1.3641913196689681,1.2161906095301152,1
-1.1891378718034162,0.6236885206491605,1
0.8506379634566029,0.44689516063036316,0
-0.5424599219229069,1.3474082484156824,1
